PolParty,PolViews,Race,Gender,HighestDegree,Age,Children,MaritalStatus,LaborForceStatus
Democrat,Moderate,Black,Female,SomeHS,57,4,Divorced,PartTime
Independent,Moderate,Black,Female,SomeHS,39,5,NeverMarried,StayAtHome
Republican,Liberal,Black,Female,SomeHS,21,0,NeverMarried,UnemplLaidoff
Republican,Moderate,White,Female,HighSchool,66,2,Divorced,PartTime
Republican,Conservative,White,Female,HighSchool,23,0,NeverMarried,PartTime
Democrat,Liberal,Black,Female,HighSchool,41,3,Divorced,FullTime
Republican,Conservative,White,Female,HighSchool,48,2,Married,FullTime
Independent,Moderate,White,Female,Bachelor,41,2,Married,FullTime
Democrat,Moderate,Black,Male,SomeHS,61,1,Married,UnemplLaidoff
Democrat,Moderate,White,Female,HighSchool,56,4,Married,FullTime
Democrat,Conservative,Black,Female,JrCol,34,1,NeverMarried,StayAtHome
Republican,Liberal,White,Male,HighSchool,56,2,Divorced,FullTime
Republican,Conservative,White,Male,HighSchool,47,2,Married,FullTime
Independent,Conservative,White,Female,SomeHS,44,2,Widowed,PartTime
Independent,Liberal,White,Male,HighSchool,30,0,NeverMarried,UnemplLaidoff
Republican,Moderate,White,Male,SomeHS,73,4,Married,Retired
Republican,Conservative,White,Female,Graduate,70,2,Widowed,Retired
Democrat,Moderate,White,Female,JrCol,21,0,NeverMarried,PartTime
Independent,Moderate,White,Male,HighSchool,39,2,Married,FullTime
Democrat,Liberal,White,Male,Graduate,65,4,Divorced,Retired
Independent,Conservative,White,Male,Bachelor,34,0,Married,FullTime
Democrat,Moderate,White,Female,SomeHS,73,4,Married,Retired
Independent,Moderate,White,Female,JrCol,32,2,Married,FullTime
Democrat,Liberal,White,Female,HighSchool,44,2,Divorced,Unempl
Independent,Moderate,White,Male,HighSchool,66,5,Divorced,Retired
Independent,Conservative,Black,Female,HighSchool,30,1,NeverMarried,StayAtHome
Independent,Moderate,White,Female,HighSchool,31,2,Divorced,FullTime
Independent,Liberal,Black,Male,HighSchool,21,0,NeverMarried,UnemplLaidoff
Republican,Moderate,White,Male,HighSchool,50,2,Divorced,FullTime
Democrat,Liberal,Black,Female,HighSchool,49,1,Divorced,FullTime
Republican,Moderate,White,Male,HighSchool,71,6,Married,FullTime
Democrat,Conservative,White,Female,Bachelor,58,2,Married,FullTime
Democrat,Liberal,White,Male,Bachelor,40,0,NeverMarried,PartTime
Independent,Liberal,White,Female,Bachelor,45,0,Married,FullTime
Independent,Liberal,White,Female,JrCol,62,3,Divorced,FullTime
Republican,Moderate,White,Female,JrCol,28,0,NeverMarried,FullTime
Independent,Conservative,White,Male,JrCol,74,2,Widowed,Retired
Independent,Moderate,White,Male,HighSchool,60,2,Married,FullTime
Democrat,Liberal,White,Male,Bachelor,42,0,Divorced,FullTime
Independent,Conservative,White,Female,Graduate,36,3,Married,FullTime
Democrat,Moderate,White,Female,Graduate,50,1,Married,FullTime
Democrat,Liberal,White,Male,Bachelor,63,0,Married,Retired
Republican,Moderate,White,Male,HighSchool,71,3,Divorced,Retired
Democrat,Moderate,Other,Male,HighSchool,50,3,Widowed,PartTime
Independent,Moderate,White,Female,HighSchool,23,1,NeverMarried,FullTime
Democrat,Liberal,White,Female,Graduate,65,2,Married,FullTime
Independent,Moderate,White,Male,SomeHS,60,2,Widowed,Retired
Republican,Conservative,White,Female,SomeHS,69,4,Married,StayAtHome
Republican,Conservative,White,Male,SomeHS,78,4,Divorced,Retired
Independent,Liberal,Other,Female,SomeHS,25,0,NeverMarried,StayAtHome
Democrat,Liberal,Other,Female,Bachelor,61,0,NeverMarried,FullTime
Democrat,Moderate,Other,Female,HighSchool,53,0,NeverMarried,UnemplLaidoff
Independent,Moderate,White,Male,HighSchool,48,2,Married,FullTime
Independent,Conservative,Other,Female,HighSchool,37,8,NeverMarried,FullTime
Independent,Moderate,Other,Male,HighSchool,22,0,NeverMarried,StayAtHome
Republican,Conservative,White,Male,Bachelor,53,0,Divorced,FullTime
Republican,Conservative,White,Female,Bachelor,26,0,Married,FullTime
Republican,Conservative,White,Male,HighSchool,59,1,Divorced,UnemplLaidoff
Republican,Moderate,White,Female,Bachelor,56,2,Married,PartTime
Independent,Moderate,White,Female,Bachelor,74,3,Married,Retired
Republican,Conservative,White,Female,Bachelor,56,1,Married,FullTime
Independent,Liberal,Other,Female,JrCol,30,3,Married,FullTime
Independent,Conservative,Other,Female,SomeHS,43,2,Married,StayAtHome
Independent,Liberal,White,Male,SomeHS,69,5,Divorced,Retired
Democrat,Liberal,White,Female,HighSchool,40,2,Married,FullTime
Independent,Moderate,White,Female,HighSchool,25,0,NeverMarried,InSchool
Republican,Conservative,White,Male,HighSchool,56,3,Married,PartTime
Democrat,Conservative,Other,Female,HighSchool,51,3,Divorced,PartTime
Independent,Moderate,White,Male,HighSchool,46,0,NeverMarried,FullTime
Independent,Liberal,White,Male,SomeHS,51,2,Married,FullTime
Democrat,Moderate,Other,Female,SomeHS,39,2,Divorced,FullTime
Independent,Moderate,Black,Female,HighSchool,30,2,Divorced,FullTime
Independent,Conservative,White,Female,SomeHS,36,3,NeverMarried,StayAtHome
Democrat,Moderate,White,Female,HighSchool,42,3,Separated,StayAtHome
Democrat,Liberal,Other,Male,HighSchool,38,0,NeverMarried,InSchool
Democrat,Liberal,White,Female,HighSchool,38,2,NeverMarried,FullTime
Independent,Moderate,Black,Female,Graduate,28,0,NeverMarried,PartTime
Independent,Moderate,White,Male,HighSchool,35,2,Separated,FullTime
Republican,Conservative,White,Male,Bachelor,57,6,Married,FullTime
Independent,Liberal,White,Male,HighSchool,50,2,Married,FullTime
Independent,Liberal,White,Male,Bachelor,54,1,Divorced,FullTime
Independent,Conservative,White,Female,Bachelor,61,3,Divorced,FullTime
Republican,Moderate,White,Female,Bachelor,54,0,NeverMarried,Unempl
Democrat,Moderate,Other,Male,HighSchool,53,2,Married,FullTime
Independent,Liberal,Black,Female,HighSchool,37,2,Married,FullTime
Independent,Liberal,Other,Female,SomeHS,38,2,NeverMarried,FullTime
Independent,Moderate,White,Male,HighSchool,31,0,Divorced,FullTime
Republican,Moderate,White,Female,SomeHS,69,2,Widowed,PartTime
Democrat,Liberal,White,Male,Bachelor,35,1,Married,FullTime
Independent,Moderate,White,Female,Bachelor,61,2,Married,PartTime
Republican,Conservative,White,Male,JrCol,80,3,Married,Retired
Independent,Liberal,White,Male,HighSchool,26,0,NeverMarried,FullTime
Republican,Liberal,White,Female,Bachelor,50,1,Separated,FullTime
Democrat,Liberal,Black,Female,HighSchool,43,2,NeverMarried,FullTime
Republican,Conservative,White,Male,JrCol,30,0,NeverMarried,FullTime
Democrat,Moderate,White,Male,HighSchool,59,4,Married,FullTime
Democrat,Moderate,White,Female,Graduate,32,0,Married,FullTime
Democrat,Liberal,Other,Male,HighSchool,32,2,Married,FullTime
Independent,Liberal,White,Female,Graduate,52,3,Married,FullTime
Democrat,Liberal,White,Male,Bachelor,42,1,Married,FullTime
Democrat,Liberal,Other,Male,JrCol,29,0,Married,FullTime
Independent,Moderate,White,Female,HighSchool,81,3,Widowed,StayAtHome
Republican,Conservative,Other,Male,Graduate,51,1,Married,FullTime
Democrat,Liberal,Black,Female,Bachelor,24,0,NeverMarried,PartTime
Republican,Conservative,White,Female,HighSchool,63,0,Widowed,Retired
Democrat,Liberal,White,Female,Graduate,44,0,NeverMarried,FullTime
Republican,Conservative,White,Female,Bachelor,56,0,NeverMarried,FullTime
Democrat,Moderate,Other,Female,Bachelor,43,1,Married,StayAtHome
Democrat,Conservative,White,Male,Graduate,51,0,NeverMarried,PartTime
Independent,Liberal,Other,Female,Bachelor,32,0,NeverMarried,FullTime
Independent,Moderate,Other,Female,Graduate,47,0,NeverMarried,FullTime
Independent,Conservative,Other,Male,Graduate,34,0,Married,FullTime
Democrat,Liberal,White,Male,Graduate,69,2,Married,FullTime
Republican,Conservative,White,Female,Bachelor,65,0,Married,FullTime
Independent,Conservative,White,Male,Graduate,57,3,Divorced,FullTime
Republican,Conservative,White,Male,Bachelor,24,0,NeverMarried,FullTime
Republican,Moderate,White,Male,HighSchool,32,0,NeverMarried,FullTime
Democrat,Liberal,White,Female,Graduate,66,2,Married,Retired
Independent,Conservative,White,Female,Bachelor,51,2,Married,FullTime
Independent,Liberal,White,Male,Bachelor,27,0,Married,FullTime
Democrat,Liberal,White,Female,Graduate,39,1,Married,FullTime
Independent,Conservative,Other,Female,Graduate,41,3,Married,StayAtHome
Democrat,Moderate,White,Male,Bachelor,54,2,Married,FullTime
Democrat,Liberal,White,Female,Bachelor,58,1,Divorced,FullTime
Independent,Liberal,Other,Male,SomeHS,51,3,Married,FullTime
Independent,Liberal,Other,Female,SomeHS,40,1,NeverMarried,UnemplLaidoff
Independent,Moderate,Black,Female,HighSchool,35,1,Separated,UnemplLaidoff
Democrat,Moderate,Black,Female,SomeHS,36,2,NeverMarried,StayAtHome
Democrat,Moderate,Other,Female,SomeHS,30,3,NeverMarried,StayAtHome
Democrat,Moderate,Black,Male,SomeHS,56,0,NeverMarried,UnemplLaidoff
Democrat,Moderate,Black,Male,Bachelor,41,2,Married,FullTime
Democrat,Moderate,White,Male,HighSchool,25,2,NeverMarried,FullTime
Republican,Moderate,White,Male,JrCol,45,1,NeverMarried,FullTime
Independent,Moderate,Black,Female,HighSchool,72,5,Married,Retired
Independent,Moderate,White,Female,SomeHS,24,2,NeverMarried,PartTime
Democrat,Moderate,Other,Female,HighSchool,40,3,Divorced,UnemplLaidoff
Democrat,Conservative,Black,Female,JrCol,26,0,NeverMarried,Unempl
Democrat,Moderate,Other,Female,HighSchool,28,1,Separated,Unempl
Independent,Conservative,Black,Female,HighSchool,37,2,NeverMarried,FullTime
Democrat,Conservative,Black,Male,SomeHS,62,8,Widowed,UnemplLaidoff
Democrat,Liberal,Black,Female,HighSchool,43,3,NeverMarried,FullTime
Independent,Liberal,White,Male,Graduate,32,0,NeverMarried,FullTime
Democrat,Conservative,Black,Female,HighSchool,65,3,Widowed,FullTime
Independent,Moderate,White,Female,Bachelor,32,0,Married,FullTime
Independent,Moderate,White,Male,Graduate,51,0,Married,FullTime
Independent,Moderate,White,Male,Bachelor,41,1,Married,FullTime
Republican,Conservative,White,Male,Bachelor,81,2,Widowed,Retired
Democrat,Conservative,White,Female,Bachelor,74,3,Divorced,Retired
Independent,Conservative,White,Male,Graduate,42,2,Married,FullTime
Republican,Conservative,White,Male,Bachelor,45,3,Married,FullTime
Independent,Liberal,Black,Male,Bachelor,23,0,NeverMarried,FullTime
Independent,Moderate,Other,Male,HighSchool,26,0,NeverMarried,FullTime
Independent,Conservative,Other,Female,HighSchool,29,0,Married,FullTime
Independent,Moderate,Other,Male,HighSchool,28,1,NeverMarried,FullTime
Democrat,Moderate,White,Female,Bachelor,60,1,Married,StayAtHome
Independent,Moderate,White,Female,Graduate,35,0,NeverMarried,FullTime
Democrat,Liberal,Other,Female,Bachelor,38,3,Married,StayAtHome
Democrat,Liberal,Other,Male,Bachelor,30,0,NeverMarried,FullTime
Independent,Liberal,White,Female,Bachelor,58,0,NeverMarried,FullTime
Independent,Liberal,White,Male,Bachelor,41,0,NeverMarried,StayAtHome
Democrat,Conservative,White,Female,Graduate,61,0,NeverMarried,Retired
Democrat,Liberal,White,Female,Bachelor,56,1,NeverMarried,PartTime
Democrat,Moderate,White,Female,Graduate,79,1,Widowed,Retired
Democrat,Moderate,White,Male,HighSchool,32,0,NeverMarried,FullTime
Independent,Moderate,White,Female,Graduate,68,0,Divorced,Retired
Independent,Liberal,White,Female,HighSchool,89,2,Widowed,Retired
Republican,Moderate,Other,Male,Graduate,38,0,Married,FullTime
Democrat,Liberal,Black,Male,Graduate,77,3,Widowed,Retired
Democrat,Liberal,Black,Male,HighSchool,47,1,Separated,FullTime
Independent,Conservative,Black,Male,Bachelor,53,4,Married,FullTime
Democrat,Moderate,Black,Female,HighSchool,54,0,Divorced,Retired
Democrat,Liberal,Black,Female,Graduate,64,3,Divorced,Unempl
Democrat,Liberal,White,Female,Graduate,30,0,NeverMarried,FullTime
Republican,Conservative,White,Male,Graduate,61,2,Married,FullTime
Independent,Liberal,White,Male,Bachelor,63,2,NeverMarried,Retired
Democrat,Moderate,White,Male,Graduate,41,1,Married,FullTime
Independent,Conservative,Other,Female,Bachelor,57,2,Married,FullTime
Republican,Conservative,White,Female,HighSchool,29,0,NeverMarried,FullTime
Republican,Conservative,White,Male,Graduate,40,2,Married,FullTime
Independent,Moderate,White,Male,HighSchool,21,0,NeverMarried,FullTime
Independent,Conservative,White,Male,HighSchool,55,6,Married,FullTime
Republican,Conservative,White,Female,HighSchool,81,4,Widowed,Retired
Democrat,Moderate,White,Female,Graduate,38,2,Married,Unempl
Independent,Liberal,White,Male,HighSchool,37,2,Separated,FullTime
Democrat,Liberal,White,Female,Graduate,45,2,Married,StayAtHome
Independent,Moderate,Black,Female,Bachelor,37,0,NeverMarried,FullTime
Independent,Moderate,Other,Male,Graduate,55,3,Divorced,FullTime
Independent,Moderate,White,Female,Bachelor,74,2,Divorced,PartTime
Democrat,Moderate,White,Female,Bachelor,84,0,NeverMarried,Retired
Independent,Moderate,White,Male,HighSchool,54,5,Married,FullTime
Independent,Moderate,Black,Male,HighSchool,23,1,NeverMarried,FullTime
Democrat,Liberal,Other,Female,SomeHS,25,1,Married,PartTime
Democrat,Liberal,White,Female,HighSchool,81,2,Divorced,Retired
Independent,Moderate,White,Male,JrCol,48,1,Married,FullTime
Democrat,Conservative,Other,Male,SomeHS,51,6,Married,FullTime
Democrat,Moderate,Black,Female,JrCol,86,0,Widowed,Retired
Democrat,Liberal,Other,Male,SomeHS,54,2,Married,FullTime
Independent,Liberal,White,Female,JrCol,45,0,NeverMarried,FullTime
Independent,Liberal,White,Female,Graduate,75,3,Widowed,Retired
Independent,Liberal,White,Male,HighSchool,23,0,NeverMarried,FullTime
Democrat,Conservative,White,Female,HighSchool,63,1,Divorced,FullTime
Independent,Moderate,White,Female,HighSchool,82,5,Divorced,Retired
Republican,Conservative,White,Male,Graduate,83,4,Divorced,Retired
Democrat,Liberal,White,Male,Graduate,67,0,Married,Retired
Independent,Moderate,White,Female,HighSchool,84,2,Married,Retired
Democrat,Liberal,Black,Female,Bachelor,59,1,Divorced,PartTime
Democrat,Liberal,White,Female,Graduate,45,0,NeverMarried,FullTime
Republican,Conservative,White,Male,JrCol,55,0,Married,FullTime
Republican,Conservative,White,Female,Graduate,62,1,Divorced,StayAtHome
Independent,Moderate,White,Female,HighSchool,77,3,Divorced,Retired
Independent,Liberal,White,Male,Bachelor,46,0,NeverMarried,PartTime
Independent,Moderate,White,Male,HighSchool,59,1,Divorced,Retired
Independent,Liberal,Black,Female,HighSchool,20,0,NeverMarried,PartTime
Democrat,Liberal,White,Male,Graduate,63,7,Separated,PartTime
Republican,Conservative,White,Female,Graduate,71,0,Divorced,FullTime
Independent,Liberal,Other,Male,HighSchool,37,0,NeverMarried,FullTime
Independent,Liberal,White,Female,SomeHS,27,3,Married,StayAtHome
Independent,Moderate,White,Female,HighSchool,26,2,Married,StayAtHome
Independent,Liberal,White,Male,HighSchool,46,1,NeverMarried,FullTime
Independent,Conservative,White,Female,SomeHS,56,4,NeverMarried,StayAtHome
Democrat,Moderate,Other,Female,HighSchool,45,1,Divorced,PartTime
Democrat,Moderate,White,Male,HighSchool,62,2,Divorced,FullTime
Independent,Conservative,Black,Male,HighSchool,24,0,NeverMarried,PartTime
Independent,Liberal,Black,Male,Bachelor,48,4,Divorced,FullTime
Independent,Moderate,Black,Male,HighSchool,31,0,NeverMarried,FullTime
Democrat,Liberal,Black,Male,Bachelor,37,0,NeverMarried,FullTime
Democrat,Moderate,Black,Female,HighSchool,35,2,NeverMarried,Unempl
Democrat,Liberal,White,Female,HighSchool,26,2,NeverMarried,StayAtHome
Independent,Moderate,White,Female,SomeHS,54,1,Married,PartTime
Democrat,Liberal,White,Female,HighSchool,36,1,NeverMarried,FullTime
Independent,Moderate,White,Female,HighSchool,79,4,Married,Retired
Democrat,Conservative,Black,Female,SomeHS,78,5,Divorced,Retired
Independent,Liberal,White,Male,HighSchool,27,0,NeverMarried,PartTime
Independent,Conservative,Other,Female,HighSchool,20,0,NeverMarried,PartTime
Independent,Conservative,White,Male,HighSchool,63,0,Divorced,UnemplLaidoff
Democrat,Moderate,Black,Male,HighSchool,25,0,NeverMarried,UnemplLaidoff
Democrat,Moderate,White,Female,HighSchool,32,2,Married,StayAtHome
Democrat,Moderate,Black,Female,SomeHS,34,2,NeverMarried,StayAtHome
Independent,Liberal,Other,Male,Bachelor,46,2,Married,FullTime
Independent,Conservative,White,Male,SomeHS,50,4,Married,FullTime
Independent,Liberal,Other,Female,HighSchool,34,3,Separated,FullTime
Independent,Moderate,White,Female,SomeHS,22,3,NeverMarried,UnemplLaidoff
Democrat,Conservative,White,Male,SomeHS,35,2,Married,FullTime
Independent,Conservative,White,Female,SomeHS,41,3,Married,StayAtHome
Independent,Liberal,White,Female,SomeHS,53,3,Married,PartTime
Republican,Conservative,White,Female,SomeHS,54,4,Married,StayAtHome
Republican,Moderate,White,Female,HighSchool,38,3,Married,PartTime
Democrat,Moderate,White,Female,SomeHS,35,4,Married,FullTime
Independent,Moderate,Black,Male,HighSchool,19,0,NeverMarried,InSchool
Independent,Moderate,Other,Male,HighSchool,46,2,Married,FullTime
Democrat,Moderate,White,Female,SomeHS,68,2,Married,Retired
Democrat,Liberal,White,Female,HighSchool,41,0,Separated,FullTime
Independent,Conservative,White,Male,SomeHS,29,2,Married,PartTime
Republican,Moderate,Other,Female,HighSchool,61,0,Married,PartTime
Independent,Moderate,White,Male,HighSchool,56,0,Married,FullTime
Republican,Moderate,White,Female,HighSchool,33,2,Divorced,StayAtHome
Democrat,Liberal,Other,Female,Bachelor,24,0,NeverMarried,FullTime
Democrat,Liberal,White,Male,HighSchool,69,0,Married,FullTime
Democrat,Liberal,White,Male,Graduate,61,2,Married,PartTime
Independent,Moderate,Black,Female,HighSchool,78,0,Widowed,Retired
Independent,Moderate,White,Male,HighSchool,43,1,Widowed,PartTime
Democrat,Liberal,White,Male,HighSchool,59,0,NeverMarried,UnemplLaidoff
Democrat,Liberal,White,Male,Graduate,69,0,Divorced,PartTime
Democrat,Liberal,White,Male,JrCol,37,1,Married,PartTime
Democrat,Liberal,White,Female,Bachelor,41,1,Married,FullTime
Independent,Liberal,White,Female,Bachelor,59,2,Divorced,StayAtHome
Independent,Moderate,White,Female,HighSchool,23,0,NeverMarried,InSchool
Independent,Moderate,Other,Male,HighSchool,19,0,NeverMarried,InSchool
Independent,Liberal,White,Female,Bachelor,30,0,NeverMarried,FullTime
Independent,Conservative,White,Female,SomeHS,75,6,Married,StayAtHome
Democrat,Conservative,White,Female,SomeHS,46,2,NeverMarried,FullTime
Independent,Moderate,White,Male,HighSchool,19,0,NeverMarried,FullTime
